,Addr,Lat,Lon,X,Y,DistFromCenter
196,"Unnamed Road, Bakı, Azerbaijan",40.37378679270109,49.866960403490246,3479867.5134297647,5098969.024187201,2000.0
197,"White City Boulevard, Bakı, Azerbaijan",40.376742168935394,49.86870619398373,3479867.5134297647,5099369.024187201,2262.741699796952
198,"11/15 Fazayil Bayramov, 11/15 Fazayil Bayramov Street, Bakı 1025, Azerbaijan",40.37969748102359,49.870452242941184,3479867.5134297647,5099769.024187201,2561.2496949731394
199,"Khatai st., Xocalı prospekti, Bakı, Azerbaijan",40.3826527289537,49.87219855040019,3479867.5134297647,5100169.024187201,2884.4410203711914
200,"17a Süleyman Vəzirov küçəsi, Bakı, Azerbaijan",40.385607912713766,49.873945116398346,3479867.5134297647,5100569.024187201,3224.9030993194197
201,"Nəcəfqulu Rəfiyev küçəsi, Bakı, Azerbaijan",40.38856303229182,49.87569194097324,3479867.5134297647,5100969.024187201,3577.7087639996635
202,"Family Health Centre, Bakı, Azerbaijan",40.39151808767586,49.8774390241625,3479867.5134297647,5101369.024187201,3939.543120718442
203,"15 Nobel Prospekti, Bakı 1025, Azerbaijan",40.37540687631108,49.872570366508604,3480267.5134297647,5099369.024187201,2561.2496949731394
204,"15 Nobel Prospekti, Bakı 1025, Azerbaijan",40.37836204974771,49.87431650238942,3480267.5134297647,5099769.024187201,2828.42712474619
205,"3 Izzət Orucova küçəsi, Bakı, Azerbaijan",40.38131715901723,49.8760628967703,3480267.5134297647,5100169.024187201,3124.099870362662
206,"55 Xocalı, Bakı, Azerbaijan",40.38427220410768,49.877809549688834,3480267.5134297647,5100569.024187201,3440.9301068170507
207,"1145-ci məhəllə, Babak Ave, Baku, Azerbaijan",40.38722718500707,49.87955646118262,3480267.5134297647,5100969.024187201,3773.5924528226415
208,"Amay S/C, Bakı, Azerbaijan",40.377026525333086,49.878180503337596,3480667.5134297647,5099769.024187201,3124.099870362662
209,"23 Nobel Prospekti, Bakı 1000, Azerbaijan",40.379981495937784,49.87992698460276,3480667.5134297647,5100169.024187201,3394.1125496954282
210,"6 Xəqani Rüstəmov, Bakı, Azerbaijan",40.38293640235438,49.88167372440408,3480667.5134297647,5100569.024187201,3687.817782917155
211,"Süleyman Vəzirov küçəsi, Bakı, Azerbaijan",40.38589124457091,49.88342072277914,3480667.5134297647,5100969.024187201,4000.0
212,"Unnamed Road, Bakı, Azerbaijan",40.37569090780466,49.882044245787185,3481067.5134297647,5099769.024187201,3440.9301068170507
213,"Baku French Lyceum, Bakı, Azerbaijan",40.37864573974032,49.88379081389906,3481067.5134297647,5100169.024187201,3687.817782917155
214,"Yaşıl Ada 2, Bakı, Azerbaijan",40.38160050747884,49.885537640545586,3481067.5134297647,5100569.024187201,3959.7979746446663
215,"Unnamed Road, Bakı, Azerbaijan",40.374355197187384,49.88590772973972,3481467.5134297647,5099769.024187201,3773.5924528226415
216,"White City, Bakı, Azerbaijan",40.37730989044977,49.88765438466073,3481467.5134297647,5100169.024187201,4000.0
